Dim1,Dim2,Dim3,Val
biopower,p14,2028,36612.60171
biopower,p14,2030,5688.2195
biopower,p14,2050,23051.25257
biopower,p15,2010,3446.8416
biopower,p15,2014,12366.11813
biopower,p15,2024,2789.018036
biopower,p15,2026,4158.968365
biopower,p15,2028,2019.63375
biopower,p15,2050,7164.7335
biopower,p16,2014,5186.22
biopower,p16,2050,4355.095
biopower,p25,2014,1917.024884
biopower,p25,2020,4710.84375
biopower,p25,2022,22096.62
biopower,p25,2024,22096.62
biopower,p25,2026,22096.62
biopower,p25,2028,22096.62
biopower,p25,2030,22096.62
biopower,p25,2035,22096.62
biopower,p25,2040,22096.62
biopower,p25,2045,22096.62
biopower,p25,2050,22096.62
biopower,p33,2030,15881.82205
biopower,p46,2014,1236.48
biopower,p46,2020,1236.48
biopower,p46,2024,3214.848
biopower,p46,2026,2511.6
biopower,p46,2028,1545.6
biopower,p46,2030,1545.6
biopower,p58,2014,6844.11
biopower,p66,2014,91987.35
biopower,p66,2024,235487.616
biopower,p66,2026,131410.5
biopower,p66,2028,131410.5
biopower,p66,2030,114984.1875
biopower,p66,2035,70759.5
biopower,p70,2024,386.4
biopower,p70,2026,897
biopower,p70,2028,3152.876308
biopower,p70,2030,5446.404
biopower,p70,2035,2821.788808
biopower,p70,2040,1607.424
biopower,p70,2045,2773.6425
biopower,p70,2050,3402.3
biopower,p75,2014,33806.41423
biopower,p75,2020,19860.96
biopower,p75,2024,24826.2
biopower,p75,2026,24826.2
biopower,p75,2028,19860.96
biopower,p80,2010,1883.7
biopower,p80,2012,1159.2
biopower,p80,2014,3780.848077
biopower,p80,2022,1159.2
biopower,p80,2024,14280.27771
biopower,p80,2026,22096.62
