Dim1,Dim2,Dim3,Val
biopower,p6,2045,16755.48
biopower,p6,2050,14661.045
biopower,p8,2010,20733.66112
biopower,p8,2014,17952.3
biopower,p8,2024,11220.1875
biopower,p8,2026,89984.81705
biopower,p8,2028,89984.81705
biopower,p8,2030,102108.366
biopower,p8,2035,35904.6
biopower,p9,2010,183735.8064
biopower,p9,2012,81015.44958
biopower,p9,2014,306846.7104
biopower,p9,2016,24684.4125
biopower,p9,2018,82384.54074
biopower,p9,2020,34558.1775
biopower,p9,2022,82384.54074
biopower,p9,2024,244776.2262
biopower,p9,2026,1050935.196
biopower,p9,2028,1375062.873
biopower,p9,2030,1566011.447
